A_Name_Ch,A_Summary,A_Keywords,A_AlsoKnown,A_Geo,A_Location,A_POIGroup,A_Name_En,A_Name_Latin,A_Phylum,A_Class,A_Order,A_Family,A_Conservation,A_Distribution,A_Habitat,A_Feature,A_Behavior,A_Diet,A_Crisis,A_Interpretation,A_Theme_Name,A_Theme_URL,A_Adopt,A_Code,A_Pic01_ALT,A_Pic01_URL,A_Pic02_ALT,A_Pic02_URL,A_Pic03_ALT,A_Pic03_URL,A_Pic04_ALT,A_Pic04_URL,A_pdf01_ALT,A_pdf01_URL,A_pdf02_ALT,A_pdf02_URL,A_Voice01_ALT,A_Voice01_URL,A_Voice02_ALT,A_Voice02_URL,A_Voice03_ALT,A_Voice03_URL,A_Vedio_URL,A_Update,A_CID
紅猴,,,,"MULTIPOINT ((121.5877466 24.9940551), (121.5871042 24.9939202))",非洲動物區,,Patas Monkey,Erythrocebus patas,脊索動物門,哺乳綱,靈長目,獼猴科,,撒哈拉沙漠以南，從西非的塞內加爾到東非的衣索匹亞，往南到坦桑尼亞。,刺槐林地及有明顯乾季的熱帶大草原。,頭體長約85公分，尾長約75公分，雄猴重約7-13公斤，雌猴只有雄猴的一半。具有修長的四肢近乎等長，其背及側邊的毛髮略呈紅棕色，腹部呈灰白色，臉部的毛色可由黑至淺灰色，且具有白色的髭於嘴邊，尾巴前段色深至後段則漸淺，成年雄性的頸背部及肩部毛較長 幼兒於二月齡前為黑色。,"日行性動物。大部分時間於地面上活動，警戒及躲避危險時，較易爬至樹上或快速逃走。每天最熱的2-3小時紅猴會至大樹的陰影下休息。
群居。一群可由9-31隻個體組成（一隻成年公猴及2-8隻成年母猴），而亦有只由公猴形成的群體。公猴較不具有領域性，且鮮少加入母猴的爭奪。
",雜食性。吃草、野莓、水果、豆類及種子，有時候也會吃蕈類、螞蟻、蚱蜢、蜥蝪及鳥蛋。,紅猴有時會對農作物造成破壞，因此常被獵殺或成為人類的食物。而因大多的落葉森林逐漸轉變為農地，且大量的放牧，使其棲地正漸漸地減小。,,,,,Monkey-P,紅猴,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Monkey-P/Monkey-P_Pic01.jpg,紅猴,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Monkey-P/Monkey-P_Pic02.jpg,紅猴,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Monkey-P/Monkey-P_Pic03.jpg,紅猴,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Monkey-P/Monkey-P_Pic04.jpg,,,,,,,,,,,,2015/11/23,143
格利威斑馬,,,,MULTIPOINT ((121.5887457 24.9944271)),非洲動物區,,Grevy's Zebra,Equus grevyi,脊索動物門,哺乳綱,奇蹄目,馬科,,,格利威斑馬主要棲息於半沙漠的乾燥草原及灌叢草原,"為最大的野生馬，頭軀幹長2,50-3,00cm，尾長38-60cm，體重352-450kg，雄雌體型無顯著差異。全身包含四肢都是黑白相間的條紋，非常細密，腹部則為白色，與查普曼斑馬相比，他們軀幹的後半部仍為垂直條紋，是最大也是最漂亮的一種斑馬，頭部比較大，身材苗條，腿長、耳大，鬃毛長而直立。","日型性動物
格利威斑馬通常成群活動，成熟的雄斑馬具有領域性，牠們會利用糞便來標示自己的領域，斑馬的領域是草食動物中面積最大的，他們為了要吸引雌斑馬來交配，才會維持這麼大的領域。
",以草為主，也吃嫩葉、樹皮及果實，可以吃非常堅韌的草。,經濟動物的放牧影響斑馬的生存資源,,,,,Zebra-G,格利威斑馬,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Zebra-G/Zebra-G_Pic01.jpg,格利威斑馬,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Zebra-G/Zebra-G_Pic02.jpg,格利威斑馬,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Zebra-G/Zebra-G_Pic03.jpg,格利威斑馬,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Zebra-G/Zebra-G_Pic04.jpg,,,,,,,,,,,,2015/11/23,144
斑哥條紋羚,,,,MULTIPOINT ((121.5871498 24.9940357)),非洲動物區,,Bongo,Tragelaphus euryceros,脊索動物門,哺乳綱,偶蹄目,牛科,,非洲中西部,棲息於平地森林中,身上的毛色和條紋讓斑哥羚羊在非洲森林中過著「隱士」般的生活，不易被發現。,"羚羊的社會中，雄羚會互相比比看誰的角大，或用角頂頂看誰比較有力，希望爭取到高地位。角斷了不會再長，「殘缺的角」對社會地位有不好的影響。
為了補充鹽分，會去吃被閃電擊中而燒焦的樹幹。",,,,,,,Bongo,斑哥條紋羚,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Bongo/Bongo_Pic01.jpg,斑哥條紋羚,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Bongo/Bongo_Pic02.jpg,斑哥條紋羚,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Bongo/Bongo_Pic03.jpg,斑哥條紋羚,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Bongo/Bongo_Pic04.jpg,,,,,,,,,,,,2015/11/23,145
斑點鬣狗,,,,MULTIPOINT ((121.5887605 24.9946605)),非洲動物區,,Spotted hyena,Crocuta crocuta,脊索動物門,哺乳綱,食肉目,鬣狗科,,非洲撒哈拉沙漠以南地區,大草原和半沙漠地區,身形像大型的鬥牛犬，口鼻處大而黑。在淺棕色的毛色上有不規則的黑點。頭尾長約95-150公分，肩高約75-85公分，體重約45-80公斤，雄鬣狗約45-60  公斤，雌鬣狗約55-70公斤。,是非洲撒哈拉沙漠以南最常見的掠食動物，牠們雖然常被視為食腐肉的動物，但其實牠們的狩獵本領比獅子還厲害。牠們通常群體出獵，利用多種聲音進行溝通，有時會派出一頭鬣狗在獵物前巡邏或刻意擺出一副吃飽了的樣子，分散獵物的注意力，其餘鬣狗則伺機突襲獵物。,肉食性,,,,,,Hyena,斑點鬣狗,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Hyena/Hyena_Pic01.jpg,斑點鬣狗,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Hyena/Hyena_Pic02.jpg,斑點鬣狗,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Hyena/Hyena_Pic03.jpg,斑點鬣狗,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Hyena/Hyena_Pic04.jpg,,,,,,,,,,,,2015/11/23,146
黑猩猩,,,,"MULTIPOINT ((121.5872853 24.9935373), (121.5874878 24.9934595))",非洲動物區,,Chimpanzee,Pan troglodytes,脊索動物門,哺乳綱,靈長目,,瀕臨絕種保育類野生動物,非洲西海岸塞內加爾、幾內亞，以及非洲中部由喀麥隆到坦尚尼亞。,"棲息在熱帶雨林中至海拔3,000公尺的山區森林。","臉部為黑色無毛鬚，眉脊隆起；頭部有毛髮，成年後會略禿；小黑猩猩的鼻子、耳朵、手掌及腳掌為肉色，身體部份的膚色則每一隻不同，由淡棕色一直到暗黑色都有。
成年站立高度約1-1.7公尺，雄性體重約45-68公斤，雌性體型較雄性略小。","一、 晚上睡覺的時候，黑猩猩會在樹上用樹葉及樹枝做窩，通常只睡一個晚上，偶爾會重覆使用。
二、 黑猩猩雙手靈巧，可以用來取食，也能夠拿東西丟敵人。以前人們總認為自己是惟一會使用工具的動物，後來發現黑猩猩也是使用工具的高手，牠們會用樹枝或草莖伸進白蟻窩裡，當白蟻爬滿了整根樹枝，再把樹枝抽出來，就可以享受一頓白蟻大餐了(fishing)。此外，牠們會用石頭來敲開堅果；用木棍把水果從樹上打下來，或是拿來打架；也會拿樹葉舀水喝，或是用來擦拭身體。牠們互相學習如何使用工具，因此，生活在不同地區的黑猩猩所使用的工具也各不相同。
三、 黑猩猩是群居的動物，每群約35隻(15-100隻)，由一隻成年的雄性領導。每群就像一個部落一樣，如果擅闖別群的領域，就有可能會被在邊界巡邏的黑猩猩攻擊，甚至於殺害，曾經發現有一整群的黑猩猩，被相鄰的另一群黑猩猩有計劃的殺死。
四、 黑猩猩的溝通方式很複雜，包括表情、身體姿勢以及各種不同的叫聲，當兩隻黑猩猩碰面的時後，會互相擁抱親嘴表示歡迎，也會招呼同伴一起來分享食物。
五、 雌性黑猩猩外生殖器及肛門周圍的皮膚，會隨動情周期呈現鮮紅色澤及腫脹變化，發情時臀部性皮呈饅頭狀，以吸引雄性的注目。發情的雌猩猩會被一大群雄猩猩簇擁著，想要一親芳澤，通常年紀較大、較成熟的雌猩猩比較受到歡迎。
六、 黑猩猩通常一胎生一隻，小猩猩五歲以內都還相當依賴母親的照顧，母子關係會終生維持。
七、 因為黑猩猩的生理構造和人類很接近，所以常常被用來當作實驗動物，進行醫學方面的研究。",雜食性,黑猩猩的數量自1920年開始減少。有的是因為遭到人類狩獵，有的則是被抓到馬戲團，被訓練成為表演的工具。其他還有被人類視為寵物來馴養，還有些被抓去做醫學研究。再加上非洲各地的開拓，使得牠們的棲息地年年不斷的縮減。更有的被人類視為糟蹋作物的害獸而遭到獵殺。基於上述種種的原因使得黑猩猩的數量大為減少。,"一、 園內的黑猩猩阿美，是票選最年長的動物媽媽，芳齡29，曾育有六隻子女。
二、 園內的展示場設計了兩棵鋼筋混凝土的假樹，具有隱藏式的採食槽，內含托盤可盛蜂蜜，聰明的黑猩猩會以小樹枝從採食孔插入沾食蜂蜜。
三、 由於遊客不當的餵食動物，使得園內的黑猩猩學會了拍手乞食及危險的丟擲動作。
",,,,Chimp,黑猩猩,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Chimp/Chimp_Pic01.jpg,黑猩猩,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Chimp/Chimp_Pic02.jpg,黑猩猩,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Chimp/Chimp_Pic03.jpg,黑猩猩,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Chimp/Chimp_Pic04.jpg,,,,,,,,,,,,2015/11/23,147
聖環,,,,MULTIPOINT ((121.5889603 24.9942508)),非洲動物區,,Sacred lbis,Threskiornis aethiopica,脊索動物門,鳥綱,鸛形目,,,非洲、馬達加斯加島,,"有很特別的嘴型,又長又黑,又彎又鉤"," 覓食時會用彎而鉤的嘴啄泥地。喜歡在海岸潟湖活動,會一起產卵繁殖。",昆蟲、甲殼類、軟體動物、青蛙、蜥蜴,,,,,,Ibis-AS,聖環,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Ibis-AS/Ibis-AS_Pic01.jpg,聖環,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Ibis-AS/Ibis-AS_Pic02.jpg,聖環,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Ibis-AS/Ibis-AS_Pic03.jpg,聖環,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Ibis-AS/Ibis-AS_Pic04.jpg,,,,,,,,,,,,2015/11/23,148
網紋長頸鹿,,,,MULTIPOINT ((121.5863049 24.9944234)),非洲動物區,,Giraffe,Giraffa camelopardalis,脊索動物門,哺乳綱,偶蹄目,長頸鹿科 ,,撒哈拉南部,棲息在乾燥的大草原或是開闊的林地，主要在早晨、黃昏及夜間活動，中午則休息。長頸鹿通常站著睡覺，牠們把頭倚靠在後腿上，長長的脖子彎曲成一個優雅的弧線，偶爾也會躺下來睡。,"頭軀幹長3,810-4,724mm，尾長787-1,041mm，肩高2,500-3,700mm，體重550-1,930kg，平均為800kg。
在淡黃的底色上，有棕色的大小形狀不同的斑塊，每一個亞種(共分成8個亞種)都有不同形狀的斑紋，斑紋的顏色會隨著年齡而變深，腹部的顏色比較淡，沒有斑紋，尾巴蓬鬆，頭部有1-2對的角，舌長，眼睛大，睫毛長，脖子和四肢都很長，雌性有四個乳房。
長頸鹿初生下來頭上就有角，是由軟骨組織構成，之後逐漸硬化成形。","舌頭可長達45公分，又長又靈活，方便他們取食樹葉。
當牠們在喝水或是由地面取食的時候，必須把雙腿張得很開，或是把前腳彎曲，才能夠把嘴巴接觸到地面；這同時也是一些肉食動物攻擊他們的大好時機。
個性非常溫馴，嗅覺、視覺與聽覺都很敏銳，再加上牠們的身高，可以看到很遠的地方，視野非常遼闊，遇到危險的時候，會用牠們的長腳去踢敵人。
雌長頸鹿會與牠們的子女成群活動，小長頸鹿在母親們的共同保護之下，減少被捕食的機會。成年的雄性則會獨居。
剛出生的小長頸鹿就有170-200公分高，20分鐘之內就會站立，1小時之內開始吸奶。",草食性。每天大部分的時間都在覓食，牠們的食量很大，一天可以吃下34kg的樹葉。,,,,,,Giraffe,網紋長頸鹿,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Giraffe/Giraffe_Pic01.jpg,網紋長頸鹿,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Giraffe/Giraffe_Pic02.jpg,網紋長頸鹿,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Giraffe/Giraffe_Pic03.jpg,網紋長頸鹿,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Giraffe/Giraffe_Pic04.jpg,,,,,,,,,,,,2015/11/23,149
褐狐猴,,,,MULTIPOINT ((121.5888155 24.9940661)),非洲動物區,,Brown Lemur,Eulemur fulvus,脊索動物門,哺乳綱,靈長目,狐猴科,,馬達加斯加島,海拔約400m高的原始封閉雨林及落葉林，但後者較少。,頭軀幹長38-50公分，重約2-4.2公斤，尾長46-60公分。背側毛色為棕灰色，腹側灰白色，臉部略黑周圍均有毛鬚，眼睛的上方有較淡斑紋，尾巴顏色比較深。,"樹棲的動物，所有的時間幾乎都在樹上活動，很少會下到地面，活動時間集中在早晨及黃昏。
群居動物，一群平均超過9隻，群中的成員關係密切，彼此和平相處無明顯階級區分",水果、樹葉、花、樹皮、樹枝及昆蟲（多為蜈蚣及節足動物類）。,棲地受到破壞是其所面臨的最大危機。,,,,,Lemur-B,褐狐猴,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Lemur-B/Lemur-B_Pic01.jpg,褐狐猴,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Lemur-B/Lemur-B_Pic02.jpg,褐狐猴,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Lemur-B/Lemur-B_Pic03.jpg,褐狐猴,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Lemur-B/Lemur-B_Pic04.jpg,,,,,,,,,,,,2015/11/23,150
鴕鳥,,,,MULTIPOINT ((121.5881959 24.9941657)),非洲動物區,,Ostrich,Struthio camelus,脊索動物門,鳥綱,鴕形目,鴕鳥科,,非洲,鴕鳥棲息於半沙漠或草原地區,世界上最高、最重、蛋最大、眼睛最大、跑得最快的鳥類。腿上無毛，鴕鳥腳僅具兩根腳趾(第三、四趾)其餘都已退化,鳥類中唯有牠退化只剩兩個腳趾，當全速奔跑時，會高舉翅膀，就像撐起帆的船可以隨時變換方向。當黑色公鳥向灰色母鳥求偶時，會蹲坐地面賣力地揮舞雙翅，還不停地擺動著脖子。,雜食性。以植物的花、葉、種子、草為主。,,猜猜看誰是最高、最重、蛋最大、跑得最快、眼睛最大的鳥類呢？就是不會飛的鴕鳥。,,,,Ostrich,鴕鳥,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Ostrich/Ostrich_Pic01.jpg,鴕鳥,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Ostrich/Ostrich_Pic02.jpg,鴕鳥,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Ostrich/Ostrich_Pic03.jpg,鴕鳥,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Ostrich/Ostrich_Pic04.jpg,,,,,,,,,,,,2015/11/23,151
環尾狐猴,,,,MULTIPOINT ((121.5886974 24.9939883)),非洲動物區,,Ring-tailed Lemur,Lemur catta,脊索動物門,哺乳綱,靈長目,狐猴科,,,灌木叢、沙漠及較乾燥的帶狀森林。,以其醒目的黑白相間長尾聞名，背部的毛色為灰至棕色，腹部為白色，白色的臉部有深棕色三角形區塊於眼睛及白耳，公狐猴在腕處有類似距的指甲。頭軀幹長38-45公分，重約2-3.5公斤，尾長50-62公分。,"為日行性動物，在地面活動的時間較其他樹棲的狐猴多，整群會聚集一起覓食，僅有在中午時稍作休息，一天可移動900-1000mm，公狐猴會定期地遷徙（每3-5年）。
群居，社群結構由一個或多個母猴及多對公母狐猴所組成，母狐猴有較高的社會地位，地位較高的公狐猴通常與母狐猴互動較多。
",一些水果、樹葉、植物的其他部分（花等）及極少量的昆蟲。,商業買賣、獵捕飼養、棲地受到火災、過分放牧及砍伐的破壞，於馬達加斯加島有多處保護區設立以加以保育。,,,,,Lemur-RT,環尾狐猴,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Lemur-RT/Lemur-RT_Pic01.jpg,環尾狐猴,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Lemur-RT/Lemur-RT_Pic02.jpg,環尾狐猴,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Lemur-RT/Lemur-RT_Pic03.jpg,環尾狐猴,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Lemur-RT/Lemur-RT_Pic04.jpg,,,,,,,,,,,,2015/11/23,152
侏儒河馬,,,,MULTIPOINT ((121.5878731 24.9951075)),非洲動物區,,Pigmy Hippopotamus,Choeropsis liberiensis,脊索動物門,哺乳綱,偶蹄目,馬科,珍貴稀有保育類野生動物,非洲的西部，包括象牙海岸、賴比瑞亞、獅子山。,侏儒河馬活動範圍不像河馬那麼依靠水，牠們可以生存在較乾燥的地方。,"頭軀幹長1,500-1,750mm，尾長156mm，肩高750-1,000mm，體重160-270kg。
寬吻，大嘴，身體呈短筒狀，腿短而粗，鼻孔在吻部上端，且可以關閉除了嘴唇及尾巴有少許的剛毛之外，全身無毛，體色為灰黑色，略帶綠色，腹部為灰白色到黃綠色，頭部比河馬圓，眼睛在頭部兩側，皮膚的分泌物是透明無色的。",侏儒河馬通常單獨或成對活動，也會成小群活動，白天睡覺，晚上在森林裡覓食，遇到危險的時候會躲進水中，或是藏在河邊的樹洞或洞穴裡。,草食性，樹葉、嫩芽及掉落的果實。在本園則餵食粒狀料、草料、乾草、青牧草。,由於肉質細嫩美味，因而屢遭獵殺，近來生態環境又遭嚴重破壞，侏儒河馬已經瀕臨絕種。,,,,,Hippo-P,侏儒河馬,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Hippo-P/Hippo-P_Pic01.jpg,侏儒河馬,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Hippo-P/Hippo-P_Pic02.jpg,侏儒河馬,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Hippo-P/Hippo-P_Pic03.jpg,侏儒河馬,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Hippo-P/Hippo-P_Pic04.jpg,,,,,,,,,,,,2015/11/23,153
東非劍羚,,,,MULTIPOINT ((121.5867670 24.9950145)),非洲動物區,,,Oryx beisa,脊索動物門,哺乳綱,偶蹄目,牛科,珍貴稀有保育類野生動物,衣索比亞、索馬利亞、那米比亞等東南非。,息在乾燥開闊的林地、草原或是石礫地上,"肩高約120公分，重210公斤。
體色為灰棕底色，腹部白色，臀部、腿部黑色，黑白相間為其特色；雌雄頭上都長角(雌 羚羊角較細)，角長而直由眼後筆直長出。幼羚為棕色調。",東非劍羚為群居活動，通常一個穩定的群體會有一個優勢的雄羚羊，但主導群體遷徙的是資深雌羚羊。,草食性，吃草及樹葉。,,,,,,,,,,,,,,,,,,,,,,,,,,,
河馬,,,,MULTIPOINT ((121.587967 24.9950164)),非洲動物區,,Hippopotamus,Hippopotamus amphibius,脊索動物門,哺乳綱,偶蹄目 ,河馬科,珍貴稀有保育類野生動物,撒哈拉南部到尼羅河三角洲。,棲息於近水域的河床或草地,"頭軀幹長2,950-5,050mm，尾長400-560mm，肩高1,500-1,600mm，體重1,000-4,500kg，雄性體型一般大於雌性。
寬吻，大嘴，身體呈短筒狀，腿短而粗，前後隻均為四趾，鼻孔在吻部上端，且可以關閉。體表毛短而稀疏，膚色為灰棕色，腹部略帶粉紅色，眼睛突出，耳朵豎立。嘴巴可以張開超過150度，上顎的犬齒周長超過230mm，下顎犬齒露出牙齦的部分就有300mm長，總長度可達700mm，重達3kg。","河馬是兩棲性的哺乳動物，擅長游泳與潛水，白天牠們通常待在水裡或是河邊的草地及蘆葦叢中活動及休息。晚上即至草地上覓食，為了尋找食物，牠們可遷移數百公尺至數公里之遠。
潛水的時候，會把鼻孔和耳朵關閉起來，最長可以閉氣長達30分鐘。
皮膚上有特殊的腺體，會分泌一種紅色的液體，可保皮膚不會過於乾燥。
成年的雄河馬通常獨居，它們會散佈排泄物，發出巨吼聲，並以相互攻擊的方式建立起自己的領域，以爭取與雌河馬的交配權；
牠們的攻擊性很強，主要的武器就是牠們巨大的犬齒，可以造成嚴重的傷害。
 雌河馬通常於陸上或淺水灘生產，一胎大多產一隻，初生的小河馬體重即達22-55kg，還不會走路就先學會如何游泳。盡職的雌河馬會讓小河馬趴在自己的背上曬太陽，並且保護小河馬不受鱷魚的傷害。",草食性，食用各種草及植物。,人類的開發限制了河馬的棲息地，使這種大行動物無處可去，此外，雄河馬巨大的犬齒也是人類覬覦的目標。,,,,,Hippo,河馬,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Hippo/Hippo_Pic01.jpg,河馬,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Hippo/Hippo_Pic02.jpg,河馬,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Hippo/Hippo_Pic03.jpg,河馬,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Hippo/Hippo_Pic04.jpg,,,,,,,,,,,,2015/11/23,154
大寶冠鳥,,,,MULTIPOINT ((121.589773 24.9955757)),鳥園區,生態鳥園,Great Curassow,Crax rubra,脊索動物門,鳥綱,雞形目,寶冠鳥科,,僅分佈於墨西哥的東南部。,熱帶及亞熱帶低地的濃密雨林。通常出現於低地，但也可以分佈至海拔1200公尺處。偶而會進入河谷樹林、部份清理地或甚至開墾地。,雄鳥體長87-92公分，體重3600-4800公克。羽冠非常明顯。嘴上的顯著黃色瘤狀物及羽冠，使得本種的雄鳥可以與黑寶冠鳥(Crax alberti)的雄鳥區分。不像其他種的寶冠鳥，雌鳥有3種外表型：暗色型、紅色型及暗紅斑駁的中間型。亞成鳥的雄鳥類似暗色型的雌鳥，但羽色較深，而且缺嘴上的瘤狀物。所有外表型的亞成鳥雌鳥，都類似成鳥。有2個亞種，griscomi亞種的體型較小，雌鳥的羽色僅有些微的差異,,果實，包括無花果等。會取食掉落地面的果實，但有時也會掛在樹上、低矮的枝條及灌叢覓食。也會吃硬及綠的果實。偶而會吃葉子及一些無脊椎動物及脊椎動物。單獨、成對或成小於6隻的群覓食。在小河的河邊喝水。,,"大寶冠鳥  Great Curassow    Crax rubra

分布：中南美洲。
特徵：雄鳥87-92公分，體重3600-4800公克；雌鳥78-84公分，體重3100-4270公克。羽冠相當明顯，嘴上突出的瘤狀物相當顯著。一致的黑尾及黃色的蠟膜足以與同屬的類似種區分。雌鳥有3種不同的外表型(斑駁型、暗色型及紅色型)。
棲地：熱帶及亞熱帶濃密雨林。
食物及食性：果實，偶而會吃葉子及無脊椎動物和小型脊椎動物。通常從地面撿食從樹上掉落的果實。
繁殖：一夫一妻制。巢相對小，由枝條組成內襯樹葉，通常築在離地面3-6公尺高的樹上。一窩下2枚蛋。孵化期32天。
地位及保育：非全球性受威脅。",,,,Curassow,大寶冠鳥,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Curassow/Curassow_Pic01.jpg,大寶冠鳥,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Curassow/Curassow_Pic02.jpg,大寶冠鳥,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Curassow/Curassow_Pic03.jpg,大寶冠鳥,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Curassow/Curassow_Pic04.jpg,,,,,,,,,,,,2015/11/23,155
白尾八哥,,,,MULTIPOINT ((121.5898159 24.9954408)),鳥園區,生態鳥園,White-vented mynah,acridotheres javanicus,脊索動物門,鳥綱,雀形目,椋鳥科,,東亞及東南亞。,田野、農耕地帶、垃圾堆及城鎮公園。,體長25公分。身體幾乎是黑色，具有明顯的羽冠。嘴黃色。肛門處及尾端白色。飛行時可見初級飛羽基部處有一塊明顯的白斑。亞成鳥的羽色偏褐色。,常小群在開闊草地的地面覓食。時常與牛隻在一起活動，覓食受到牛隻干擾飛起的昆蟲。會與其他的八哥類混群，在垃圾堆附近活動。,果實、穀類及昆蟲。,,"白尾八哥（泰國八哥）  White-vented Myna   Acridotheres javanicus

分布：東亞及東南亞。
特徵：體長25公分。身體幾乎是黑色，具有明顯的羽冠。嘴黃色。肛門處及尾端白色。飛行時可見初級飛羽基部處有一塊明顯的白斑。亞成鳥的羽色偏褐色。
棲地：田野、農耕地帶、垃圾堆及城鎮公園。
食物及食性；果實、穀類及昆蟲。
習性：常小群在開闊草地的地面覓食。時常與牛隻在一起活動，覓食受到牛隻干擾飛起的昆蟲。會與其他的八哥類混群，在垃圾堆附近活動。
繁殖：巢由不整齊的草或類似物組成，築在天然的樹洞或人造的凹洞如交通號誌及牆壁上的排水管。一窩2-5蛋，孵化期13-14天。
地位及保育：非全球性受威脅。
",,,,Myna-W,白尾八哥,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Myna-W/Myna-W_Pic01.jpg,白尾八哥,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Myna-W/Myna-W_Pic02.jpg,白尾八哥,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Myna-W/Myna-W_Pic03.jpg,白尾八哥,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Myna-W/Myna-W_Pic04.jpg,,,,,,,,,,,,2015/11/23,156
白腹鶇,,,,MULTIPOINT ((121.5898159 24.9954408)),鳥園區,生態鳥園,Pale thrush,turdus pallidus,脊索動物門,鳥綱,雀形目,鶇科,,,,,,,,,,,,Thrush-P,,,,,,,,,,,,,,,,,,,,2015/11/23,157
